name,jobs,machines,optimum,bounds,path,solver,time_total,time_parse,time_solve,mus_size,refinement,rotation,symmetry,sat_calls,unsat_calls,solver_calls,total_solve_only,solution,status
swv19,50,10,2843,"{'upper': 2843, 'lower': 2843}",jsplib/swv19,exact,1.9073646068572998,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
swv20,50,10,2823,"{'upper': 2823, 'lower': 2823}",jsplib/swv20,exact,1.9116981029510498,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta01,15,15,1231,"{'upper': 1231, 'lower': 1231}",jsplib/ta01,exact,0.8440020084381104,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta02,15,15,1244,"{'upper': 1244, 'lower': 1244}",jsplib/ta02,exact,0.7440989017486572,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta03,15,15,1218,"{'upper': 1218, 'lower': 1218}",jsplib/ta03,exact,0.6646161079406738,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta04,15,15,1175,"{'upper': 1175, 'lower': 1175}",jsplib/ta04,exact,0.6738266944885254,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta05,15,15,1224,"{'upper': 1224, 'lower': 1224}",jsplib/ta05,exact,0.6326167583465576,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta06,15,15,1238,"{'upper': 1238, 'lower': 1238}",jsplib/ta06,exact,0.7081117630004883,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta07,15,15,1227,"{'upper': 1227, 'lower': 1227}",jsplib/ta07,exact,0.6682517528533936,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta08,15,15,1217,"{'upper': 1217, 'lower': 1217}",jsplib/ta08,exact,0.7195236682891846,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta09,15,15,1274,"{'upper': 1274, 'lower': 1274}",jsplib/ta09,exact,0.6440417766571045,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta10,15,15,1241,"{'upper': 1241, 'lower': 1241}",jsplib/ta10,exact,0.5796365737915039,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta11,20,15,,"{'upper': 1361, 'lower': 1323}",jsplib/ta11,exact,0.6653313636779785,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta12,20,15,,"{'upper': 1367, 'lower': 1351}",jsplib/ta12,exact,0.7028989791870117,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta13,20,15,,"{'upper': 1342, 'lower': 1282}",jsplib/ta13,exact,0.8034396171569824,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta14,20,15,1345,"{'upper': 1345, 'lower': 1345}",jsplib/ta14,exact,0.8873372077941895,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta15,20,15,,"{'upper': 1340, 'lower': 1304}",jsplib/ta15,exact,0.8214797973632812,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta16,20,15,,"{'upper': 1360, 'lower': 1302}",jsplib/ta16,exact,0.8610751628875732,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta17,20,15,1462,"{'upper': 1462, 'lower': 1462}",jsplib/ta17,exact,0.8264880180358887,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta18,20,15,,"{'upper': 1396, 'lower': 1369}",jsplib/ta18,exact,0.861191987991333,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta19,20,15,,"{'upper': 1335, 'lower': 1297}",jsplib/ta19,exact,0.8265154361724854,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta20,20,15,,"{'upper': 1351, 'lower': 1318}",jsplib/ta20,exact,1.1132020950317383,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta21,20,20,,"{'upper': 1644, 'lower': 1539}",jsplib/ta21,exact,0.9702107906341553,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta22,20,20,,"{'upper': 1600, 'lower': 1511}",jsplib/ta22,exact,0.8782427310943604,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta23,20,20,,"{'upper': 1557, 'lower': 1472}",jsplib/ta23,exact,1.0890605449676514,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta24,20,20,,"{'upper': 1647, 'lower': 1602}",jsplib/ta24,exact,1.76499342918396,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta25,20,20,,"{'upper': 1595, 'lower': 1504}",jsplib/ta25,exact,0.8768930435180664,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta26,20,20,,"{'upper': 1645, 'lower': 1539}",jsplib/ta26,exact,0.8778808116912842,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta27,20,20,,"{'upper': 1680, 'lower': 1616}",jsplib/ta27,exact,0.8638932704925537,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta28,20,20,,"{'upper': 1614, 'lower': 1591}",jsplib/ta28,exact,0.91611647605896,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta29,20,20,,"{'upper': 1635, 'lower': 1514}",jsplib/ta29,exact,0.8229045867919922,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta30,20,20,,"{'upper': 1584, 'lower': 1473}",jsplib/ta30,exact,0.878852367401123,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta31,30,15,1764,"{'upper': 1764, 'lower': 1764}",jsplib/ta31,exact,1.2756588459014893,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta32,30,15,,"{'upper': 1796, 'lower': 1774}",jsplib/ta32,exact,1.2849247455596924,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta33,30,15,,"{'upper': 1793, 'lower': 1778}",jsplib/ta33,exact,1.1151840686798096,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta34,30,15,,"{'upper': 1829, 'lower': 1828}",jsplib/ta34,exact,1.138941764831543,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta35,30,15,2007,"{'upper': 2007, 'lower': 2007}",jsplib/ta35,exact,1.2440309524536133,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta36,30,15,1819,"{'upper': 1819, 'lower': 1819}",jsplib/ta36,exact,1.4488179683685303,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta37,30,15,,"{'upper': 1778, 'lower': 1771}",jsplib/ta37,exact,1.2857472896575928,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta38,30,15,1673,"{'upper': 1673, 'lower': 1673}",jsplib/ta38,exact,1.3577203750610352,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta39,30,15,1795,"{'upper': 1795, 'lower': 1795}",jsplib/ta39,exact,1.203153371810913,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta40,30,15,,"{'upper': 1674, 'lower': 1631}",jsplib/ta40,exact,1.2184035778045654,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta41,30,20,,"{'upper': 2018, 'lower': 1859}",jsplib/ta41,exact,1.498612880706787,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta42,30,20,,"{'upper': 1956, 'lower': 1867}",jsplib/ta42,exact,1.4423506259918213,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta43,30,20,,"{'upper': 1859, 'lower': 1809}",jsplib/ta43,exact,1.37770676612854,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta44,30,20,,"{'upper': 1984, 'lower': 1927}",jsplib/ta44,exact,1.4550533294677734,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta45,30,20,,"{'upper': 2000, 'lower': 1997}",jsplib/ta45,exact,1.6384916305541992,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta46,30,20,,"{'upper': 2021, 'lower': 1940}",jsplib/ta46,exact,1.6940670013427734,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta47,30,20,,"{'upper': 1903, 'lower': 1789}",jsplib/ta47,exact,1.4782731533050537,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta48,30,20,,"{'upper': 1952, 'lower': 1912}",jsplib/ta48,exact,1.4483888149261475,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta49,30,20,,"{'upper': 1968, 'lower': 1915}",jsplib/ta49,exact,1.5130386352539062,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta50,30,20,,"{'upper': 1926, 'lower': 1807}",jsplib/ta50,exact,1.3687427043914795,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta51,50,15,2760,"{'upper': 2760, 'lower': 2760}",jsplib/ta51,exact,2.689438581466675,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta52,50,15,2756,"{'upper': 2756, 'lower': 2756}",jsplib/ta52,exact,3.438934564590454,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta53,50,15,2717,"{'upper': 2717, 'lower': 2717}",jsplib/ta53,exact,2.603990316390991,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta54,50,15,2839,"{'upper': 2839, 'lower': 2839}",jsplib/ta54,exact,2.485753059387207,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta55,50,15,2679,"{'upper': 2679, 'lower': 2679}",jsplib/ta55,exact,2.5824878215789795,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta56,50,15,2781,"{'upper': 2781, 'lower': 2781}",jsplib/ta56,exact,2.901125431060791,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta57,50,15,2943,"{'upper': 2943, 'lower': 2943}",jsplib/ta57,exact,2.770740509033203,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta58,50,15,2885,"{'upper': 2885, 'lower': 2885}",jsplib/ta58,exact,3.0441858768463135,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta59,50,15,2655,"{'upper': 2655, 'lower': 2655}",jsplib/ta59,exact,2.8994550704956055,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta60,50,15,2723,"{'upper': 2723, 'lower': 2723}",jsplib/ta60,exact,3.932668447494507,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta61,50,20,2868,"{'upper': 2868, 'lower': 2868}",jsplib/ta61,exact,3.9685590267181396,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta62,50,20,2869,"{'upper': 2869, 'lower': 2869}",jsplib/ta62,exact,3.798863172531128,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta63,50,20,2755,"{'upper': 2755, 'lower': 2755}",jsplib/ta63,exact,4.0055458545684814,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta64,50,20,2702,"{'upper': 2702, 'lower': 2702}",jsplib/ta64,exact,3.6276121139526367,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta65,50,20,2725,"{'upper': 2725, 'lower': 2725}",jsplib/ta65,exact,4.219594240188599,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta66,50,20,2845,"{'upper': 2845, 'lower': 2845}",jsplib/ta66,exact,4.2547852993011475,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta67,50,20,2825,"{'upper': 2825, 'lower': 2825}",jsplib/ta67,exact,4.656393766403198,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta68,50,20,2784,"{'upper': 2784, 'lower': 2784}",jsplib/ta68,exact,3.7999837398529053,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta69,50,20,3071,"{'upper': 3071, 'lower': 3071}",jsplib/ta69,exact,4.000290870666504,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta70,50,20,2995,"{'upper': 2995, 'lower': 2995}",jsplib/ta70,exact,4.470135927200317,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
ta71,100,20,,,jsplib/ta71,exact,11.090986728668213,,,,,,,,,,,sigterm,unknown
ta72,100,20,,,jsplib/ta72,exact,11.712235450744629,,,,,,,,,,,sigterm,unknown
ta73,100,20,,,jsplib/ta73,exact,11.033567667007446,,,,,,,,,,,sigterm,unknown
ta74,100,20,,,jsplib/ta74,exact,11.713566303253174,,,,,,,,,,,sigterm,unknown
ta75,100,20,,,jsplib/ta75,exact,11.048157215118408,,,,,,,,,,,sigterm,unknown
ta76,100,20,,,jsplib/ta76,exact,11.023062229156494,,,,,,,,,,,sigterm,unknown
ta77,100,20,,,jsplib/ta77,exact,11.69736385345459,,,,,,,,,,,sigterm,unknown
ta78,100,20,,,jsplib/ta78,exact,11.114341259002686,,,,,,,,,,,sigterm,unknown
ta79,100,20,,,jsplib/ta79,exact,11.02776050567627,,,,,,,,,,,sigterm,unknown
ta80,100,20,,,jsplib/ta80,exact,11.687812805175781,,,,,,,,,,,sigterm,unknown
yn1,20,20,,"{'upper': 885, 'lower': 826}",jsplib/yn1,exact,0.9832122325897217,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
yn2,20,20,,"{'upper': 909, 'lower': 861}",jsplib/yn2,exact,0.8970096111297607,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
yn3,20,20,,"{'upper': 892, 'lower': 827}",jsplib/yn3,exact,0.9309160709381104,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
yn4,20,20,,"{'upper': 968, 'lower': 918}",jsplib/yn4,exact,0.9287738800048828,,,,,,,,,,,(BV0) or (BV1) is not linear or is not supported. Please report on github,unknown
